Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-04-30 00:00:00+01:00,6277.990234375,6289.27978515625,6205.08984375,6248.52001953125,0,0,0
2013-05-02 00:00:00+01:00,6229.669921875,6279.60009765625,6202.830078125,6235.08984375,0,0,0
2013-05-03 00:00:00+01:00,6222.72021484375,6257.47021484375,6188.990234375,6253.5400390625,0,0,0
2013-05-06 00:00:00+01:00,6249.60986328125,6299.7099609375,6239.31982421875,6299.7099609375,0,0,0
2013-05-07 00:00:00+01:00,6318.5400390625,6384.77978515625,6318.5400390625,6356.56005859375,0,0,0
2013-05-08 00:00:00+01:00,6315.240234375,6361.68017578125,6244.7001953125,6266.330078125,0,0,0
2013-05-09 00:00:00+01:00,6228.41015625,6289.7900390625,6206.490234375,6264.25,0,0,0
2013-05-10 00:00:00+01:00,6298.77001953125,6325.4501953125,6253.259765625,6275.60009765625,0,0,0
2013-05-13 00:00:00+01:00,6281.47021484375,6281.47021484375,6199.39990234375,6219.08984375,0,0,0
2013-05-14 00:00:00+01:00,6101.02001953125,6105.3798828125,6003.75,6032.06982421875,0,0,0
2013-05-15 00:00:00+01:00,6018.669921875,6090.490234375,5992.2900390625,6090.490234375,0,0,0
2013-05-16 00:00:00+01:00,6072.93994140625,6080.97998046875,6028.64990234375,6063.4501953125,0,0,0
2013-05-17 00:00:00+01:00,6055.7900390625,6116.35986328125,6035.6298828125,6115.52978515625,0,0,0
2013-05-20 00:00:00+01:00,6075.81982421875,6084.64990234375,6038.25,6069.1201171875,0,0,0
2013-05-21 00:00:00+01:00,6060.52978515625,6067.1201171875,6020.47021484375,6050.419921875,0,0,0
2013-05-22 00:00:00+01:00,6037.330078125,6056.60986328125,6014.02978515625,6041.81982421875,0,0,0
2013-05-23 00:00:00+01:00,5932.64013671875,5987.14990234375,5915.6201171875,5971.64013671875,0,0,0
2013-05-24 00:00:00+01:00,6014.2001953125,6048.31005859375,5990.6201171875,6018.64990234375,0,0,0
2013-05-27 00:00:00+01:00,6023.1298828125,6069.25,6023.1298828125,6064.66015625,0,0,0
2013-05-28 00:00:00+01:00,6098.3798828125,6143.72998046875,6096.81982421875,6103.1201171875,0,0,0
2013-05-29 00:00:00+01:00,6076.580078125,6079.33984375,6034.240234375,6037.43994140625,0,0,0
2013-05-30 00:00:00+01:00,6031.89013671875,6066.919921875,5987.18017578125,5994.169921875,0,0,0
2013-05-31 00:00:00+01:00,6036.47998046875,6036.47998046875,5919.27001953125,5939.43017578125,0,0,0
2013-06-03 00:00:00+01:00,5895.06982421875,5927.64990234375,5840.18017578125,5856.740234375,0,0,0
2013-06-04 00:00:00+01:00,5895.08984375,5933.81005859375,5857.52001953125,5930.990234375,0,0,0
2013-06-05 00:00:00+01:00,5935.3701171875,5965.27978515625,5856.9501953125,5873.10986328125,0,0,0
2013-06-06 00:00:00+01:00,5894.419921875,5923.990234375,5793.02001953125,5793.18994140625,0,0,0
2013-06-07 00:00:00+01:00,5831.2900390625,5867.0,5787.27978515625,5850.06982421875,0,0,0
2013-06-10 00:00:00+01:00,5844.68017578125,5874.31005859375,5778.75,5807.240234375,0,0,0
2013-06-11 00:00:00+01:00,5791.419921875,5805.35009765625,5686.33984375,5766.89990234375,0,0,0
2013-06-12 00:00:00+01:00,5764.56005859375,5811.89990234375,5762.81005859375,5765.2099609375,0,0,0
2013-06-13 00:00:00+01:00,5672.72998046875,5767.169921875,5653.43017578125,5731.83984375,0,0,0
2013-06-14 00:00:00+01:00,5763.97998046875,5816.81005859375,5755.27001953125,5769.509765625,0,0,0
2013-06-17 00:00:00+01:00,5813.08984375,5857.4599609375,5798.72998046875,5843.7099609375,0,0,0
2013-06-18 00:00:00+01:00,5844.4599609375,5892.39990234375,5840.990234375,5883.1201171875,0,0,0
2013-06-19 00:00:00+01:00,5887.2900390625,5896.5400390625,5841.7900390625,5845.89013671875,0,0,0
2013-06-20 00:00:00+01:00,5778.0,5795.93017578125,5632.81982421875,5646.66015625,0,0,0
2013-06-21 00:00:00+01:00,5660.7099609375,5705.68017578125,5451.81982421875,5451.81982421875,0,0,0
2013-06-24 00:00:00+01:00,5458.2001953125,5469.14013671875,5286.7998046875,5290.83984375,0,0,0
2013-06-25 00:00:00+01:00,5346.39990234375,5442.64013671875,5334.35986328125,5429.97998046875,0,0,0
2013-06-26 00:00:00+01:00,5433.2900390625,5548.68017578125,5427.85986328125,5525.22998046875,0,0,0
2013-06-27 00:00:00+01:00,5546.330078125,5569.89990234375,5470.240234375,5532.47998046875,0,0,0
2013-06-28 00:00:00+01:00,5583.77001953125,5594.4599609375,5495.56982421875,5556.8798828125,0,0,0
2013-07-01 00:00:00+01:00,5563.669921875,5633.43994140625,5521.06005859375,5614.4599609375,0,0,0
2013-07-02 00:00:00+01:00,5582.77978515625,5590.14013671875,5530.419921875,5530.419921875,0,0,0
2013-07-03 00:00:00+01:00,5186.60986328125,5256.60986328125,5136.22021484375,5236.490234375,0,0,0
2013-07-04 00:00:00+01:00,5341.47998046875,5457.93017578125,5332.1201171875,5431.60009765625,0,0,0
2013-07-05 00:00:00+01:00,5421.31982421875,5452.22021484375,5374.97021484375,5407.31982421875,0,0,0
2013-07-08 00:00:00+01:00,5486.10009765625,5557.31982421875,5472.72021484375,5529.02001953125,0,0,0
